ptdf(1);ptdf(1);ptdf(1);Line1_1;Line1_1;Line1_2;Line1_2;Line1_3;Line1_3;Line1_4;Line1_4;Line2_1;Line2_1;Line2_2;Line2_2;Line2_3;Line2_3;Line2_4;Line2_4;Line3_1;Line3_1;Line3_2;Line3_2;Line3_3;Line3_3;Line3_4;Line3_4;Line4_1;Line4_1;Line4_2;Line4_2;Line4_4;Line4_4;Line5_1;Line5_1;Line5_2;Line5_2;Line5_3;Line5_3;Line5_4;Line5_4;Line6_1;Line6_1;Line6_2;Line6_2;Line6_3;Line6_3;Line6_4;Line6_4;Line7_1;Line7_1;Line7_2;Line7_2;Line7_3;Line7_3;Line7_4;Line7_4;Trafo1_1;Trafo1_1;Trafo1_2;Trafo1_2;Trafo1_3;Trafo1_3;Trafo1_4;Trafo1_4;Trafo2_1;Trafo2_1;Trafo2_2;Trafo2_2;Trafo2_3;Trafo2_3;Trafo2_4;Trafo2_4;Trafo3_1;Trafo3_1;Trafo3_2;Trafo3_2;Trafo3_3;Trafo3_3;Trafo4_4;Trafo4_4;Trafo5_1;Trafo5_1;Trafo5_2;Trafo5_2;Trafo5_3;Trafo5_3;Trafo5_4;Trafo5_4;Trafo6_1;Trafo6_1;Trafo6_2;Trafo6_2;Trafo6_3;Trafo6_3;Trafo6_4;Trafo6_4;Trafo7_1;Trafo7_1;Trafo7_3;Trafo7_3;Trafo7_4;Trafo7_4;Trafo8_1;Trafo8_1;Trafo8_3;Trafo8_3;Trafo8_4;Trafo8_4;Trafo9_3;Trafo9_3;Trans_Line_1;Trans_Line_1;Trans_Line_2;Trans_Line_2;Trans_Line_3;Trans_Line_3;Trans_Line_4;Trans_Line_4;Trans_Line_5;Trans_Line_5;Trans_Line_6;Trans_Line_6;Trans_Line_7;Trans_Line_7;Trans_Line_8;Trans_Line_8
-29.0000;0.0000;0.0000;-0.0644;0.0647;-0.0000;0.0000;-0.1916;0.1930;-0.0357;0.0360;-0.0322;0.0322;-0.0000;0.0000;-0.0952;0.0958;0.0567;-0.0567;0.0643;-0.0642;-0.0000;0.0000;0.1904;-0.1878;0.0357;-0.0357;0.0642;-0.0641;-0.0000;-0.0000;0.0357;-0.0357;-0.0856;0.0858;0.0000;-0.0000;0.1878;-0.1904;0.0357;-0.0357;-0.0858;0.0863;0.0000;-0.0000;-0.7963;0.8070;0.0357;-0.0360;-0.0322;0.0322;-0.0000;0.0000;-0.0952;0.0958;0.0567;-0.0567;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9898;-0.9898;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4188;-0.4201;0.4188;-0.4201;0.0745;-0.0755;0.0745;-0.0755;-0.0000;0.0000;-0.0000;0.0000;-0.0745;0.0746;-0.0745;0.0746
-30.0000;0.0000;0.0000;-0.2032;0.2041;-0.0000;0.0000;0.0001;-0.0001;-0.6783;0.6835;-0.1015;0.1016;-0.0000;0.0000;0.0000;-0.0000;-0.1041;0.1040;0.2029;-0.2026;-0.0000;0.0000;-0.0001;0.0001;-0.3142;0.3137;0.2026;-0.2023;-0.0000;-0.0000;-0.3137;0.3137;-0.2700;0.2706;0.0000;-0.0000;-0.0001;0.0001;-0.3137;0.3138;-0.2706;0.2725;0.0000;-0.0000;-0.0001;0.0001;-0.3138;0.3165;-0.1015;0.1016;-0.0000;0.0000;0.0000;-0.0000;-0.1041;0.1040;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9967;-0.9967;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2614;-0.2622;0.2614;-0.2622;0.2351;-0.2383;0.2351;-0.2383;-0.0000;0.0000;-0.0000;0.0000;0.2612;-0.2614;0.2612;-0.2614
-31.0000;0.0000;0.0000;0.4186;-0.4205;-0.0000;0.0000;0.0000;-0.0000;0.0204;-0.0206;-0.2903;0.2907;-0.0000;0.0000;0.0000;-0.0000;-0.0324;0.0324;0.5805;-0.5796;-0.0000;0.0000;-0.0000;0.0000;-0.0204;0.0204;0.5796;-0.5788;-0.0000;-0.0000;-0.0204;0.0204;-0.3311;0.3318;0.0000;-0.0000;-0.0000;0.0000;-0.0204;0.0204;-0.3318;0.3341;0.0000;-0.0000;-0.0000;0.0000;-0.0204;0.0206;-0.2903;0.2907;-0.0000;0.0000;0.0000;-0.0000;-0.0324;0.0324;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9955;-0.9955;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0427;-0.0428;0.0427;-0.0428;-0.0426;0.0432;-0.0426;0.0432;0.0000;0.0000;0.0000;0.0000;0.0427;-0.0427;0.0427;-0.0427
-32.0000;0.0000;0.0000;-0.2251;0.2261;0.3035;-0.3036;0.0001;-0.0001;0.1254;-0.1265;-0.1124;0.1126;-0.3492;0.3482;0.0000;-0.0000;-0.2008;0.2007;0.2248;-0.2244;-0.3043;0.3032;-0.0001;0.0001;-0.1256;0.1254;0.2244;-0.2241;-0.3032;0.2991;-0.1254;0.1254;-0.2991;0.2998;-0.2991;0.2960;-0.0001;0.0001;-0.1254;0.1255;-0.2998;0.3018;-0.2960;0.3036;-0.0001;0.0001;-0.1255;0.1265;-0.1124;0.1126;-0.3492;0.3482;0.0000;-0.0000;-0.2008;0.2007;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0524;-1.0524;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2637;-0.2646;0.2637;-0.2646;0.2604;-0.2640;0.2604;-0.2640;-0.5238;0.5013;-0.5238;0.5013;0.2636;-0.2637;0.2636;-0.2637
-33.0000;0.0000;0.0000;-0.0649;0.0652;-0.0000;0.0000;0.6130;-0.6175;-0.0360;0.0363;-0.0324;0.0324;-0.0000;0.0000;-0.1924;0.1935;0.0571;-0.0571;0.0648;-0.0647;-0.0000;0.0000;0.3848;-0.3796;0.0360;-0.0359;0.0647;-0.0646;-0.0000;-0.0000;0.0359;-0.0359;-0.0862;0.0864;0.0000;-0.0000;0.3796;-0.3848;0.0359;-0.0359;-0.0864;0.0870;0.0000;-0.0000;-0.6093;0.6175;0.0359;-0.0363;-0.0324;0.0324;-0.0000;0.0000;-0.1924;0.1935;0.0571;-0.0571;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9973;-0.9973;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4219;-0.4232;0.4219;-0.4232;0.0751;-0.0761;0.0751;-0.0761;-0.0000;0.0000;-0.0000;0.0000;-0.0751;0.0752;-0.0751;0.0752
-34.0000;0.0000;0.0000;-0.2149;0.2159;-0.0000;0.0000;0.0001;-0.0001;0.1199;-0.1209;-0.1073;0.1075;-0.0000;0.0000;0.0000;-0.0000;-0.1915;0.1914;0.2146;-0.2143;-0.0000;0.0000;-0.0001;0.0001;-0.1201;0.1199;0.2143;-0.2140;-0.0000;-0.0000;-0.1199;0.1198;-0.2856;0.2863;0.0000;-0.0000;-0.0001;0.0001;-0.1198;0.1199;-0.2863;0.2882;0.0000;-0.0000;-0.0001;0.0001;-0.1199;0.1209;-0.1073;0.1075;-0.0000;0.0000;0.0000;-0.0000;-0.1915;0.1914;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0046;-1.0046;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2517;-0.2525;0.2517;-0.2525;0.2487;-0.2520;0.2487;-0.2520;-0.0000;0.0000;-0.0000;0.0000;0.2515;-0.2517;0.2515;-0.2517
-35.0000;0.0000;0.0000;-0.2078;0.2087;-0.0000;0.0000;0.0000;-0.0000;0.0170;-0.0172;-0.1037;0.1039;-0.0000;0.0000;0.0000;-0.0000;-0.0270;0.0270;0.2075;-0.2071;-0.0000;0.0000;-0.0000;0.0000;-0.0170;0.0170;0.2071;-0.2068;-0.0000;-0.0000;-0.0170;0.0170;-0.7195;0.7212;0.0000;-0.0000;-0.0000;0.0000;-0.0170;0.0170;0.2788;-0.2807;0.0000;-0.0000;-0.0000;0.0000;-0.0170;0.0172;-0.1037;0.1039;-0.0000;0.0000;0.0000;-0.0000;-0.0270;0.0270;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9978;-0.9978;0.0000;-0.0000;0.0000;-0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0356;-0.0357;0.0356;-0.0357;-0.0356;0.0360;-0.0356;0.0360;0.0000;0.0000;0.0000;0.0000;0.0356;-0.0356;0.0356;-0.0356
-36.0000;0.0000;0.0000;-0.2312;0.2323;-0.4562;0.4562;0.0001;-0.0001;0.1289;-0.1300;-0.1154;0.1156;-0.2287;0.2281;0.0000;-0.0000;-0.2062;0.2061;0.2309;-0.2305;-0.5725;0.5705;-0.0001;0.0001;-0.1290;0.1288;0.2305;-0.2302;-0.5705;0.5626;-0.1288;0.1288;-0.3073;0.3080;-0.5626;0.5565;-0.0001;0.0001;-0.1288;0.1289;-0.3080;0.3100;0.4435;-0.4562;-0.0001;0.0001;-0.1289;0.1300;-0.1154;0.1156;-0.2287;0.2281;0.0000;-0.0000;-0.2062;0.2061;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0811;-1.0811;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2709;-0.2718;0.2709;-0.2718;0.2675;-0.2712;0.2675;-0.2712;-0.5381;0.5150;-0.5381;0.5150;0.2708;-0.2709;0.2708;-0.2709
-37.0000;0.0000;0.0000;-0.0653;0.0656;-0.0000;0.0000;0.0010;-0.0010;-0.0362;0.0365;-0.0326;0.0327;-0.0000;0.0000;0.0005;-0.0005;0.0575;-0.0575;0.0652;-0.0651;-0.0000;0.0000;-0.0010;0.0010;0.0362;-0.0362;0.0651;-0.0650;-0.0000;-0.0000;0.0362;-0.0362;-0.0868;0.0870;0.0000;-0.0000;-0.0010;0.0009;0.0362;-0.0362;-0.0870;0.0876;0.0000;-0.0000;-0.0009;0.0010;0.0362;-0.0365;-0.0326;0.0327;-0.0000;0.0000;0.0005;-0.0005;0.0575;-0.0575;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0033;-1.0033;0.0000;-0.0000;0.0000;-0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4244;-0.4258;0.4244;-0.4258;0.0756;-0.0766;0.0756;-0.0766;-0.0000;0.0000;-0.0000;0.0000;-0.0756;0.0756;-0.0756;0.0756
-38.0000;0.0000;0.0000;-0.1947;0.1955;-0.0000;0.0000;0.0001;-0.0001;-0.4872;0.4910;-0.0972;0.0973;-0.0000;0.0000;0.0000;-0.0000;-0.0184;0.0184;0.1944;-0.1940;-0.0000;0.0000;-0.0001;0.0001;-0.5139;0.5131;0.1940;-0.1938;-0.0000;-0.0000;-0.5131;0.5130;-0.2587;0.2593;0.0000;-0.0000;-0.0001;0.0001;-0.5130;0.5132;-0.2593;0.2610;0.0000;-0.0000;-0.0001;0.0001;0.4868;-0.4910;-0.0972;0.0973;-0.0000;0.0000;0.0000;-0.0000;-0.0184;0.0184;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0053;-1.0053;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2756;-0.2765;0.2756;-0.2765;0.2252;-0.2283;0.2252;-0.2283;-0.0000;0.0000;-0.0000;0.0000;0.2754;-0.2756;0.2754;-0.2756
-39.0000;0.0000;0.0000;0.1576;-0.1583;-0.0000;0.0000;0.0000;-0.0000;0.0077;-0.0078;0.0787;-0.0788;-0.0000;0.0000;0.0000;-0.0000;-0.0122;0.0122;0.8426;-0.8412;-0.0000;0.0000;-0.0000;0.0000;-0.0077;0.0077;0.8412;-0.8401;-0.0000;-0.0000;-0.0077;0.0077;-0.1246;0.1249;0.0000;-0.0000;-0.0000;0.0000;-0.0077;0.0077;-0.1249;0.1258;0.0000;-0.0000;-0.0000;0.0000;-0.0077;0.0078;0.0787;-0.0788;-0.0000;0.0000;0.0000;-0.0000;-0.0122;0.0122;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9969;-0.9969;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0161;-0.0161;0.0161;-0.0161;-0.0161;0.0163;-0.0161;0.0163;0.0000;0.0000;0.0000;0.0000;0.0161;-0.0161;0.0161;-0.0161
-40.0000;0.0000;0.0000;-0.2245;0.2255;-0.0000;0.0000;0.0001;-0.0001;0.1251;-0.1262;-0.1121;0.1123;-0.0000;0.0000;0.0000;-0.0000;-0.2002;0.2001;0.2242;-0.2238;-0.0000;0.0000;-0.0001;0.0001;-0.1253;0.1251;0.2238;-0.2235;-0.0000;-0.0000;-0.1251;0.1251;-0.2983;0.2990;0.0000;-0.0000;-0.0001;0.0001;-0.1251;0.1251;-0.2990;0.3010;0.0000;-0.0000;-0.0001;0.0001;-0.1251;0.1262;-0.1121;0.1123;-0.0000;0.0000;0.0000;-0.0000;-0.2002;0.2001;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0496;-1.0496;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2630;-0.2639;0.2630;-0.2639;0.2597;-0.2633;0.2597;-0.2633;-0.5224;0.5000;-0.5224;0.5000;0.2629;-0.2630;0.2629;-0.2630
-41.0000;0.0000;0.0000;-0.0653;0.0656;-0.0000;0.0000;0.3783;-0.3811;-0.0362;0.0365;-0.0326;0.0326;-0.0000;0.0000;0.1880;-0.1892;0.0575;-0.0574;0.0652;-0.0651;-0.0000;0.0000;0.6240;-0.6155;0.0362;-0.0362;0.0651;-0.0650;-0.0000;-0.0000;0.0362;-0.0361;-0.0868;0.0870;0.0000;-0.0000;0.6155;-0.6241;0.0361;-0.0362;-0.0870;0.0875;0.0000;-0.0000;-0.3760;0.3811;0.0362;-0.0365;-0.0326;0.0326;-0.0000;0.0000;0.1880;-0.1892;0.0575;-0.0574;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0033;-1.0033;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4244;-0.4258;0.4244;-0.4258;0.0755;-0.0766;0.0755;-0.0766;-0.0000;0.0000;-0.0000;0.0000;-0.0756;0.0756;-0.0756;0.0756
-42.0000;0.0000;0.0000;-0.1740;0.1747;-0.0000;0.0000;0.0001;-0.0001;-0.0965;0.0972;-0.0868;0.0870;-0.0000;0.0000;0.0000;-0.0000;0.1531;-0.1530;0.1737;-0.1734;-0.0000;0.0000;-0.0001;0.0001;0.0965;-0.0963;0.1734;-0.1732;-0.0000;-0.0000;0.0963;-0.0963;-0.2311;0.2317;0.0000;-0.0000;-0.0001;0.0001;0.0963;-0.0964;-0.2317;0.2332;0.0000;-0.0000;-0.0001;0.0001;0.0964;-0.0972;-0.0868;0.0870;-0.0000;0.0000;0.0000;-0.0000;0.1531;-0.1530;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0039;-1.0039;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2988;-0.2998;0.2988;-0.2998;0.2013;-0.2040;0.2013;-0.2040;-0.0000;0.0000;-0.0000;0.0000;0.2986;-0.2988;0.2986;-0.2988
-43.0000;0.0000;0.0000;0.1315;-0.1321;-0.0000;0.0000;0.0000;-0.0000;0.0064;-0.0065;0.0656;-0.0657;-0.0000;0.0000;0.0000;-0.0000;-0.0102;0.0102;-0.1313;0.1310;-0.0000;0.0000;-0.0000;0.0000;-0.0064;0.0064;0.8690;-0.8678;-0.0000;-0.0000;-0.0064;0.0064;-0.1040;0.1042;0.0000;-0.0000;-0.0000;0.0000;-0.0064;0.0064;-0.1042;0.1049;0.0000;-0.0000;-0.0000;0.0000;-0.0064;0.0065;0.0656;-0.0657;-0.0000;0.0000;0.0000;-0.0000;-0.0102;0.0102;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9987;-0.9987;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0134;-0.0135;0.0134;-0.0135;-0.0134;0.0136;-0.0134;0.0136;0.0000;0.0000;0.0000;0.0000;0.0134;-0.0134;0.0134;-0.0134
-44.0000;0.0000;0.0000;-0.2253;0.2263;-0.0211;0.0211;0.0001;-0.0001;0.1256;-0.1266;-0.1125;0.1127;-0.0106;0.0106;0.0000;-0.0000;-0.2010;0.2009;0.2250;-0.2246;-0.9825;0.9790;-0.0001;0.0001;-0.1257;0.1255;0.2246;-0.2243;0.0210;-0.0208;-0.1255;0.1255;-0.2994;0.3001;0.0208;-0.0206;-0.0001;0.0001;-0.1255;0.1256;-0.3001;0.3021;0.0206;-0.0211;-0.0001;0.0001;-0.1256;0.1266;-0.1125;0.1127;-0.0106;0.0106;0.0000;-0.0000;-0.2010;0.2009;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0534;-1.0534;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2640;-0.2648;0.2640;-0.2648;0.2607;-0.2642;0.2607;-0.2642;-0.5243;0.5018;-0.5243;0.5018;0.2638;-0.2640;0.2638;-0.2640
-45.0000;0.0000;0.0000;-0.1755;0.1763;-0.0000;0.0000;0.0001;-0.0001;-0.1214;0.1223;-0.0876;0.0878;-0.0000;0.0000;0.0000;-0.0000;0.1425;-0.1424;0.1753;-0.1750;-0.0000;0.0000;-0.0001;0.0001;-0.8803;0.8788;0.1750;-0.1748;-0.0000;-0.0000;0.1212;-0.1212;-0.2333;0.2338;0.0000;-0.0000;-0.0001;0.0001;0.1212;-0.1213;-0.2338;0.2354;0.0000;-0.0000;-0.0001;0.0001;0.1213;-0.1223;-0.0876;0.0878;-0.0000;0.0000;0.0000;-0.0000;0.1425;-0.1424;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0056;-1.0056;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2978;-0.2988;0.2978;-0.2988;0.2031;-0.2058;0.2031;-0.2058;-0.0000;0.0000;-0.0000;0.0000;0.2976;-0.2978;0.2976;-0.2978
-46.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0000;-1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000
